"","dteday","hr"
"12546",2012-06-11,22
"12547",2012-06-11,23
"12548",2012-06-12,0
"12549",2012-06-12,1
"12550",2012-06-12,2
"12551",2012-06-12,3
"12552",2012-06-12,4
"12553",2012-06-12,5
"12554",2012-06-12,6
"12555",2012-06-12,7
"12556",2012-06-12,8
"12557",2012-06-12,9
"12558",2012-06-12,10
"12559",2012-06-12,11
"12560",2012-06-12,12
"12561",2012-06-12,13
"12562",2012-06-12,14
"12563",2012-06-12,15
"12564",2012-06-12,16
"12565",2012-06-12,17
"12566",2012-06-12,18
"12567",2012-06-12,19
"12568",2012-06-12,20
"12569",2012-06-12,21
"12570",2012-06-12,22
"12571",2012-06-12,23
"12572",2012-06-13,0
"12573",2012-06-13,1
"12574",2012-06-13,2
"12575",2012-06-13,3
"12576",2012-06-13,4
"12577",2012-06-13,5
"12578",2012-06-13,6
"12579",2012-06-13,7
"12580",2012-06-13,8
"12581",2012-06-13,9
"12582",2012-06-13,10
"12583",2012-06-13,11
"12584",2012-06-13,12
"12585",2012-06-13,13
"12586",2012-06-13,14
"12587",2012-06-13,15
"12588",2012-06-13,16
"12589",2012-06-13,17
"12590",2012-06-13,18
"12591",2012-06-13,19
"12592",2012-06-13,20
"12593",2012-06-13,21
"12594",2012-06-13,22
"12595",2012-06-13,23
"12596",2012-06-14,0
"12597",2012-06-14,1
"12598",2012-06-14,2
"12599",2012-06-14,3
"12600",2012-06-14,4
"12601",2012-06-14,5
"12602",2012-06-14,6
"12603",2012-06-14,7
"12604",2012-06-14,8
"12605",2012-06-14,9
"12606",2012-06-14,10
"12607",2012-06-14,11
"12608",2012-06-14,12
"12609",2012-06-14,13
"12610",2012-06-14,14
"12611",2012-06-14,15
"12612",2012-06-14,16
"12613",2012-06-14,17
"12614",2012-06-14,18
"12615",2012-06-14,19
"12616",2012-06-14,20
"12617",2012-06-14,21
"12618",2012-06-14,22
"12619",2012-06-14,23
"12620",2012-06-15,0
"12621",2012-06-15,1
"12622",2012-06-15,2
"12623",2012-06-15,3
"12624",2012-06-15,4
"12625",2012-06-15,5
"12626",2012-06-15,6
"12627",2012-06-15,7
"12628",2012-06-15,8
"12629",2012-06-15,9
"12630",2012-06-15,10
"12631",2012-06-15,11
"12632",2012-06-15,12
"12633",2012-06-15,13
"12634",2012-06-15,14
"12635",2012-06-15,15
"12636",2012-06-15,16
"12637",2012-06-15,17
"12638",2012-06-15,18
"12639",2012-06-15,19
"12640",2012-06-15,20
"12641",2012-06-15,21
"12642",2012-06-15,22
"12643",2012-06-15,23
"12644",2012-06-16,0
"12645",2012-06-16,1
"12646",2012-06-16,2
"12647",2012-06-16,3
"12648",2012-06-16,4
"12649",2012-06-16,5
"12650",2012-06-16,6
"12651",2012-06-16,7
"12652",2012-06-16,8
"12653",2012-06-16,9
"12654",2012-06-16,10
"12655",2012-06-16,11
"12656",2012-06-16,12
"12657",2012-06-16,13
"12658",2012-06-16,14
"12659",2012-06-16,15
"12660",2012-06-16,16
"12661",2012-06-16,17
"12662",2012-06-16,18
"12663",2012-06-16,19
"12664",2012-06-16,20
"12665",2012-06-16,21
"12666",2012-06-16,22
"12667",2012-06-16,23
"12668",2012-06-17,0
"12669",2012-06-17,1
"12670",2012-06-17,2
"12671",2012-06-17,3
"12672",2012-06-17,4
"12673",2012-06-17,5
"12674",2012-06-17,6
"12675",2012-06-17,7
"12676",2012-06-17,8
"12677",2012-06-17,9
"12678",2012-06-17,10
"12679",2012-06-17,11
"12680",2012-06-17,12
"12681",2012-06-17,13
"12682",2012-06-17,14
"12683",2012-06-17,15
"12684",2012-06-17,16
"12685",2012-06-17,17
"12686",2012-06-17,18
"12687",2012-06-17,19
"12688",2012-06-17,20
"12689",2012-06-17,21
"12690",2012-06-17,22
"12691",2012-06-17,23
"12692",2012-06-18,0
"12693",2012-06-18,1
"12694",2012-06-18,2
"12695",2012-06-18,3
"12696",2012-06-18,4
"12697",2012-06-18,5
"12698",2012-06-18,6
"12699",2012-06-18,7
"12700",2012-06-18,8
"12701",2012-06-18,9
"12702",2012-06-18,10
"12703",2012-06-18,11
"12704",2012-06-18,12
"12705",2012-06-18,13
"12706",2012-06-18,14
"12707",2012-06-18,15
"12708",2012-06-18,16
"12709",2012-06-18,17
"12710",2012-06-18,18
"12711",2012-06-18,19
"12712",2012-06-18,20
"12713",2012-06-18,21
"12714",2012-06-18,22
"12715",2012-06-18,23
"12716",2012-06-19,0
"12717",2012-06-19,1
"12718",2012-06-19,2
"12719",2012-06-19,3
"12720",2012-06-19,4
"12721",2012-06-19,5
"12722",2012-06-19,6
"12723",2012-06-19,7
"12724",2012-06-19,8
"12725",2012-06-19,9
"12726",2012-06-19,10
"12727",2012-06-19,11
"12728",2012-06-19,12
"12729",2012-06-19,13
"12730",2012-06-19,14
"12731",2012-06-19,15
"12732",2012-06-19,16
"12733",2012-06-19,17
"12734",2012-06-19,18
"12735",2012-06-19,19
"12736",2012-06-19,20
"12737",2012-06-19,21
"12738",2012-06-19,22
"12739",2012-06-19,23
"12740",2012-06-20,0
"12741",2012-06-20,1
"12742",2012-06-20,2
"12743",2012-06-20,3
"12744",2012-06-20,4
"12745",2012-06-20,5
"12746",2012-06-20,6
"12747",2012-06-20,7
"12748",2012-06-20,8
"12749",2012-06-20,9
"12750",2012-06-20,10
"12751",2012-06-20,11
"12752",2012-06-20,12
"12753",2012-06-20,13
"12754",2012-06-20,14
"12755",2012-06-20,15
"12756",2012-06-20,16
"12757",2012-06-20,17
"12758",2012-06-20,18
"12759",2012-06-20,19
"12760",2012-06-20,20
"12761",2012-06-20,21
"12762",2012-06-20,22
"12763",2012-06-20,23
"12764",2012-06-21,0
"12765",2012-06-21,1
"12766",2012-06-21,2
"12767",2012-06-21,3
"12768",2012-06-21,4
"12769",2012-06-21,5
"12770",2012-06-21,6
"12771",2012-06-21,7
"12772",2012-06-21,8
"12773",2012-06-21,9
"12774",2012-06-21,10
"12775",2012-06-21,11
"12776",2012-06-21,12
"12777",2012-06-21,13
"12778",2012-06-21,14
"12779",2012-06-21,15
"12780",2012-06-21,16
"12781",2012-06-21,17
"12782",2012-06-21,18
"12783",2012-06-21,19
"12784",2012-06-21,20
"12785",2012-06-21,21
"12786",2012-06-21,22
"12787",2012-06-21,23
"12788",2012-06-22,0
"12789",2012-06-22,1
"12790",2012-06-22,2
"12791",2012-06-22,3
"12792",2012-06-22,4
"12793",2012-06-22,5
"12794",2012-06-22,6
"12795",2012-06-22,7
"12796",2012-06-22,8
"12797",2012-06-22,9
"12798",2012-06-22,10
"12799",2012-06-22,11
"12800",2012-06-22,12
"12801",2012-06-22,13
"12802",2012-06-22,14
"12803",2012-06-22,15
"12804",2012-06-22,16
"12805",2012-06-22,17
"12806",2012-06-22,18
"12807",2012-06-22,19
"12808",2012-06-22,20
"12809",2012-06-22,21
"12810",2012-06-22,22
"12811",2012-06-22,23
"12812",2012-06-23,0
"12813",2012-06-23,1
"12814",2012-06-23,2
"12815",2012-06-23,3
"12816",2012-06-23,4
"12817",2012-06-23,5
"12818",2012-06-23,6
"12819",2012-06-23,7
"12820",2012-06-23,8
"12821",2012-06-23,9
"12822",2012-06-23,10
"12823",2012-06-23,11
"12824",2012-06-23,12
"12825",2012-06-23,13
"12826",2012-06-23,14
"12827",2012-06-23,15
"12828",2012-06-23,16
"12829",2012-06-23,17
"12830",2012-06-23,18
"12831",2012-06-23,19
"12832",2012-06-23,20
"12833",2012-06-23,21
"12834",2012-06-23,22
"12835",2012-06-23,23
"12836",2012-06-24,0
"12837",2012-06-24,1
"12838",2012-06-24,2
"12839",2012-06-24,3
"12840",2012-06-24,4
"12841",2012-06-24,5
"12842",2012-06-24,6
"12843",2012-06-24,7
"12844",2012-06-24,8
"12845",2012-06-24,9
"12846",2012-06-24,10
"12847",2012-06-24,11
"12848",2012-06-24,12
"12849",2012-06-24,13
"12850",2012-06-24,14
"12851",2012-06-24,15
"12852",2012-06-24,16
"12853",2012-06-24,17
"12854",2012-06-24,18
"12855",2012-06-24,19
"12856",2012-06-24,20
"12857",2012-06-24,21
"12858",2012-06-24,22
"12859",2012-06-24,23
"12860",2012-06-25,0
"12861",2012-06-25,1
"12862",2012-06-25,2
"12863",2012-06-25,3
"12864",2012-06-25,4
"12865",2012-06-25,5
"12866",2012-06-25,6
"12867",2012-06-25,7
"12868",2012-06-25,8
"12869",2012-06-25,9
"12870",2012-06-25,10
"12871",2012-06-25,11
"12872",2012-06-25,12
"12873",2012-06-25,13
"12874",2012-06-25,14
"12875",2012-06-25,15
"12876",2012-06-25,16
"12877",2012-06-25,17
"12878",2012-06-25,18
"12879",2012-06-25,19
"12880",2012-06-25,20
"12881",2012-06-25,21
"12882",2012-06-25,22
"12883",2012-06-25,23
"12884",2012-06-26,0
"12885",2012-06-26,1
"12886",2012-06-26,2
"12887",2012-06-26,3
"12888",2012-06-26,4
"12889",2012-06-26,5
"12890",2012-06-26,6
"12891",2012-06-26,7
"12892",2012-06-26,8
"12893",2012-06-26,9
"12894",2012-06-26,10
"12895",2012-06-26,11
"12896",2012-06-26,12
"12897",2012-06-26,13
"12898",2012-06-26,14
"12899",2012-06-26,15
"12900",2012-06-26,16
"12901",2012-06-26,17
"12902",2012-06-26,18
"12903",2012-06-26,19
"12904",2012-06-26,20
"12905",2012-06-26,21
"12906",2012-06-26,22
"12907",2012-06-26,23
"12908",2012-06-27,0
"12909",2012-06-27,1
"12910",2012-06-27,2
"12911",2012-06-27,3
"12912",2012-06-27,4
"12913",2012-06-27,5
"12914",2012-06-27,6
"12915",2012-06-27,7
"12916",2012-06-27,8
"12917",2012-06-27,9
"12918",2012-06-27,10
"12919",2012-06-27,11
"12920",2012-06-27,12
"12921",2012-06-27,13
"12922",2012-06-27,14
"12923",2012-06-27,15
"12924",2012-06-27,16
"12925",2012-06-27,17
"12926",2012-06-27,18
"12927",2012-06-27,19
"12928",2012-06-27,20
"12929",2012-06-27,21
"12930",2012-06-27,22
"12931",2012-06-27,23
"12932",2012-06-28,0
"12933",2012-06-28,1
"12934",2012-06-28,2
"12935",2012-06-28,3
"12936",2012-06-28,4
"12937",2012-06-28,5
"12938",2012-06-28,6
"12939",2012-06-28,7
"12940",2012-06-28,8
"12941",2012-06-28,9
"12942",2012-06-28,10
"12943",2012-06-28,11
"12944",2012-06-28,12
"12945",2012-06-28,13
"12946",2012-06-28,14
"12947",2012-06-28,15
"12948",2012-06-28,16
"12949",2012-06-28,17
"12950",2012-06-28,18
"12951",2012-06-28,19
"12952",2012-06-28,20
"12953",2012-06-28,21
"12954",2012-06-28,22
"12955",2012-06-28,23
"12956",2012-06-29,0
"12957",2012-06-29,1
"12958",2012-06-29,2
"12959",2012-06-29,3
"12960",2012-06-29,4
"12961",2012-06-29,5
"12962",2012-06-29,6
"12963",2012-06-29,7
"12964",2012-06-29,8
"12965",2012-06-29,9
"12966",2012-06-29,10
"12967",2012-06-29,11
"12968",2012-06-29,12
"12969",2012-06-29,13
"12970",2012-06-29,14
"12971",2012-06-29,15
"12972",2012-06-29,16
"12973",2012-06-29,17
"12974",2012-06-29,18
"12975",2012-06-29,19
"12976",2012-06-29,20
"12977",2012-06-29,21
"12978",2012-06-29,22
"12979",2012-06-29,23
"12980",2012-06-30,0
"12981",2012-06-30,1
"12982",2012-06-30,2
"12983",2012-06-30,3
"12984",2012-06-30,4
"12985",2012-06-30,5
"12986",2012-06-30,6
"12987",2012-06-30,7
"12988",2012-06-30,8
"12989",2012-06-30,9
"12990",2012-06-30,10
"12991",2012-06-30,11
"12992",2012-06-30,12
"12993",2012-06-30,13
"12994",2012-06-30,14
"12995",2012-06-30,15
"12996",2012-06-30,16
"12997",2012-06-30,17
"12998",2012-06-30,18
"12999",2012-06-30,19
"13000",2012-06-30,20
"13001",2012-06-30,21
"13002",2012-06-30,22
"13003",2012-06-30,23
"13004",2012-07-01,0
"13005",2012-07-01,1
"13006",2012-07-01,2
"13007",2012-07-01,3
"13008",2012-07-01,4
"13009",2012-07-01,5
"13010",2012-07-01,6
"13011",2012-07-01,7
"13012",2012-07-01,8
"13013",2012-07-01,9
"13014",2012-07-01,10
"13015",2012-07-01,11
"13016",2012-07-01,12
"13017",2012-07-01,13
"13018",2012-07-01,14
"13019",2012-07-01,15
"13020",2012-07-01,16
"13021",2012-07-01,17
"13022",2012-07-01,18
"13023",2012-07-01,19
"13024",2012-07-01,20
"13025",2012-07-01,21
"13026",2012-07-01,22
"13027",2012-07-01,23
"13028",2012-07-02,0
"13029",2012-07-02,1
"13030",2012-07-02,2
"13031",2012-07-02,3
"13032",2012-07-02,4
"13033",2012-07-02,5
"13034",2012-07-02,6
"13035",2012-07-02,7
"13036",2012-07-02,8
"13037",2012-07-02,9
"13038",2012-07-02,10
"13039",2012-07-02,11
"13040",2012-07-02,12
"13041",2012-07-02,13
"13042",2012-07-02,14
"13043",2012-07-02,15
"13044",2012-07-02,16
"13045",2012-07-02,17
"13046",2012-07-02,18
"13047",2012-07-02,19
"13048",2012-07-02,20
"13049",2012-07-02,21
"13050",2012-07-02,22
"13051",2012-07-02,23
"13052",2012-07-03,0
"13053",2012-07-03,1
"13054",2012-07-03,2
"13055",2012-07-03,3
"13056",2012-07-03,4
"13057",2012-07-03,5
"13058",2012-07-03,6
"13059",2012-07-03,7
"13060",2012-07-03,8
"13061",2012-07-03,9
"13062",2012-07-03,10
"13063",2012-07-03,11
"13064",2012-07-03,12
"13065",2012-07-03,13
"13066",2012-07-03,14
"13067",2012-07-03,15
"13068",2012-07-03,16
"13069",2012-07-03,17
"13070",2012-07-03,18
"13071",2012-07-03,19
"13072",2012-07-03,20
"13073",2012-07-03,21
"13074",2012-07-03,22
"13075",2012-07-03,23
"13076",2012-07-04,0
"13077",2012-07-04,1
"13078",2012-07-04,2
"13079",2012-07-04,3
"13080",2012-07-04,4
"13081",2012-07-04,5
"13082",2012-07-04,6
"13083",2012-07-04,7
"13084",2012-07-04,8
"13085",2012-07-04,9
"13086",2012-07-04,10
"13087",2012-07-04,11
"13088",2012-07-04,12
"13089",2012-07-04,13
"13090",2012-07-04,14
"13091",2012-07-04,15
"13092",2012-07-04,16
"13093",2012-07-04,17
"13094",2012-07-04,18
"13095",2012-07-04,19
"13096",2012-07-04,20
"13097",2012-07-04,21
"13098",2012-07-04,22
"13099",2012-07-04,23
"13100",2012-07-05,0
"13101",2012-07-05,1
"13102",2012-07-05,2
"13103",2012-07-05,3
"13104",2012-07-05,4
"13105",2012-07-05,5
"13106",2012-07-05,6
"13107",2012-07-05,7
"13108",2012-07-05,8
"13109",2012-07-05,9
"13110",2012-07-05,10
"13111",2012-07-05,11
"13112",2012-07-05,12
"13113",2012-07-05,13
"13114",2012-07-05,14
"13115",2012-07-05,15
"13116",2012-07-05,16
"13117",2012-07-05,17
"13118",2012-07-05,18
"13119",2012-07-05,19
"13120",2012-07-05,20
"13121",2012-07-05,21
"13122",2012-07-05,22
"13123",2012-07-05,23
"13124",2012-07-06,0
"13125",2012-07-06,1
"13126",2012-07-06,2
"13127",2012-07-06,3
"13128",2012-07-06,4
"13129",2012-07-06,5
"13130",2012-07-06,6
"13131",2012-07-06,7
"13132",2012-07-06,8
"13133",2012-07-06,9
"13134",2012-07-06,10
"13135",2012-07-06,11
"13136",2012-07-06,12
"13137",2012-07-06,13
"13138",2012-07-06,14
"13139",2012-07-06,15
"13140",2012-07-06,16
"13141",2012-07-06,17
"13142",2012-07-06,18
"13143",2012-07-06,19
"13144",2012-07-06,20
"13145",2012-07-06,21
"13146",2012-07-06,22
"13147",2012-07-06,23
"13148",2012-07-07,0
"13149",2012-07-07,1
"13150",2012-07-07,2
"13151",2012-07-07,3
"13152",2012-07-07,4
"13153",2012-07-07,5
"13154",2012-07-07,6
"13155",2012-07-07,7
"13156",2012-07-07,8
"13157",2012-07-07,9
"13158",2012-07-07,10
"13159",2012-07-07,11
"13160",2012-07-07,12
"13161",2012-07-07,13
"13162",2012-07-07,14
"13163",2012-07-07,15
"13164",2012-07-07,16
"13165",2012-07-07,17
"13166",2012-07-07,18
"13167",2012-07-07,19
"13168",2012-07-07,20
"13169",2012-07-07,21
"13170",2012-07-07,22
"13171",2012-07-07,23
"13172",2012-07-08,0
"13173",2012-07-08,1
"13174",2012-07-08,2
"13175",2012-07-08,3
"13176",2012-07-08,4
"13177",2012-07-08,5
"13178",2012-07-08,6
"13179",2012-07-08,7
"13180",2012-07-08,8
"13181",2012-07-08,9
"13182",2012-07-08,10
"13183",2012-07-08,11
"13184",2012-07-08,12
"13185",2012-07-08,13
"13186",2012-07-08,14
"13187",2012-07-08,15
"13188",2012-07-08,16
"13189",2012-07-08,17
"13190",2012-07-08,18
"13191",2012-07-08,19
"13192",2012-07-08,20
"13193",2012-07-08,21
"13194",2012-07-08,22
"13195",2012-07-08,23
"13196",2012-07-09,0
"13197",2012-07-09,1
"13198",2012-07-09,2
"13199",2012-07-09,3
"13200",2012-07-09,4
"13201",2012-07-09,5
"13202",2012-07-09,6
"13203",2012-07-09,7
"13204",2012-07-09,8
"13205",2012-07-09,9
"13206",2012-07-09,10
"13207",2012-07-09,11
"13208",2012-07-09,12
"13209",2012-07-09,13
"13210",2012-07-09,14
"13211",2012-07-09,15
"13212",2012-07-09,16
"13213",2012-07-09,17
"13214",2012-07-09,18
"13215",2012-07-09,19
"13216",2012-07-09,20
"13217",2012-07-09,21
"13218",2012-07-09,22
"13219",2012-07-09,23
"13220",2012-07-10,0
"13221",2012-07-10,1
"13222",2012-07-10,2
"13223",2012-07-10,3
"13224",2012-07-10,4
"13225",2012-07-10,5
"13226",2012-07-10,6
"13227",2012-07-10,7
"13228",2012-07-10,8
"13229",2012-07-10,9
"13230",2012-07-10,10
"13231",2012-07-10,11
"13232",2012-07-10,12
"13233",2012-07-10,13
"13234",2012-07-10,14
"13235",2012-07-10,15
"13236",2012-07-10,16
"13237",2012-07-10,17
"13238",2012-07-10,18
"13239",2012-07-10,19
"13240",2012-07-10,20
"13241",2012-07-10,21
"13242",2012-07-10,22
"13243",2012-07-10,23
"13244",2012-07-11,0
"13245",2012-07-11,1
"13246",2012-07-11,2
"13247",2012-07-11,3
"13248",2012-07-11,4
"13249",2012-07-11,5
"13250",2012-07-11,6
"13251",2012-07-11,7
"13252",2012-07-11,8
"13253",2012-07-11,9
"13254",2012-07-11,10
"13255",2012-07-11,11
"13256",2012-07-11,12
"13257",2012-07-11,13
"13258",2012-07-11,14
"13259",2012-07-11,15
"13260",2012-07-11,16
"13261",2012-07-11,17
"13262",2012-07-11,18
"13263",2012-07-11,19
"13264",2012-07-11,20
"13265",2012-07-11,21
"13266",2012-07-11,22
"13267",2012-07-11,23
"13268",2012-07-12,0
"13269",2012-07-12,1
"13270",2012-07-12,2
"13271",2012-07-12,3
"13272",2012-07-12,4
"13273",2012-07-12,5
"13274",2012-07-12,6
"13275",2012-07-12,7
"13276",2012-07-12,8
"13277",2012-07-12,9
"13278",2012-07-12,10
"13279",2012-07-12,11
"13280",2012-07-12,12
"13281",2012-07-12,13
"13282",2012-07-12,14
"13283",2012-07-12,15
"13284",2012-07-12,16
"13285",2012-07-12,17
"13286",2012-07-12,18
"13287",2012-07-12,19
"13288",2012-07-12,20
"13289",2012-07-12,21
"13290",2012-07-12,22
"13291",2012-07-12,23
"13292",2012-07-13,0
"13293",2012-07-13,1
"13294",2012-07-13,2
"13295",2012-07-13,3
"13296",2012-07-13,4
"13297",2012-07-13,5
"13298",2012-07-13,6
"13299",2012-07-13,7
"13300",2012-07-13,8
"13301",2012-07-13,9
"13302",2012-07-13,10
"13303",2012-07-13,11
"13304",2012-07-13,12
"13305",2012-07-13,13
"13306",2012-07-13,14
"13307",2012-07-13,15
"13308",2012-07-13,16
"13309",2012-07-13,17
"13310",2012-07-13,18
"13311",2012-07-13,19
"13312",2012-07-13,20
"13313",2012-07-13,21
"13314",2012-07-13,22
"13315",2012-07-13,23
"13316",2012-07-14,0
"13317",2012-07-14,1
"13318",2012-07-14,2
"13319",2012-07-14,3
"13320",2012-07-14,4
"13321",2012-07-14,5
"13322",2012-07-14,6
"13323",2012-07-14,7
"13324",2012-07-14,8
"13325",2012-07-14,9
"13326",2012-07-14,10
"13327",2012-07-14,11
"13328",2012-07-14,12
"13329",2012-07-14,13
"13330",2012-07-14,14
"13331",2012-07-14,15
"13332",2012-07-14,16
"13333",2012-07-14,17
"13334",2012-07-14,18
"13335",2012-07-14,19
"13336",2012-07-14,20
"13337",2012-07-14,21
"13338",2012-07-14,22
"13339",2012-07-14,23
"13340",2012-07-15,0
"13341",2012-07-15,1
"13342",2012-07-15,2
"13343",2012-07-15,3
"13344",2012-07-15,4
"13345",2012-07-15,5
"13346",2012-07-15,6
"13347",2012-07-15,7
"13348",2012-07-15,8
"13349",2012-07-15,9
"13350",2012-07-15,10
"13351",2012-07-15,11
"13352",2012-07-15,12
"13353",2012-07-15,13
"13354",2012-07-15,14
"13355",2012-07-15,15
"13356",2012-07-15,16
"13357",2012-07-15,17
"13358",2012-07-15,18
"13359",2012-07-15,19
"13360",2012-07-15,20
"13361",2012-07-15,21
"13362",2012-07-15,22
"13363",2012-07-15,23
"13364",2012-07-16,0
"13365",2012-07-16,1
"13366",2012-07-16,2
"13367",2012-07-16,3
"13368",2012-07-16,4
"13369",2012-07-16,5
"13370",2012-07-16,6
"13371",2012-07-16,7
"13372",2012-07-16,8
"13373",2012-07-16,9
"13374",2012-07-16,10
"13375",2012-07-16,11
"13376",2012-07-16,12
"13377",2012-07-16,13
"13378",2012-07-16,14
"13379",2012-07-16,15
"13380",2012-07-16,16
"13381",2012-07-16,17
"13382",2012-07-16,18
"13383",2012-07-16,19
"13384",2012-07-16,20
"13385",2012-07-16,21
"13386",2012-07-16,22
"13387",2012-07-16,23
"13388",2012-07-17,0
"13389",2012-07-17,1
"13390",2012-07-17,2
"13391",2012-07-17,3
"13392",2012-07-17,4
"13393",2012-07-17,5
"13394",2012-07-17,6
"13395",2012-07-17,7
"13396",2012-07-17,8
"13397",2012-07-17,9
"13398",2012-07-17,10
"13399",2012-07-17,11
"13400",2012-07-17,12
"13401",2012-07-17,13
"13402",2012-07-17,14
"13403",2012-07-17,15
"13404",2012-07-17,16
"13405",2012-07-17,17
"13406",2012-07-17,18
"13407",2012-07-17,19
"13408",2012-07-17,20
"13409",2012-07-17,21
"13410",2012-07-17,22
"13411",2012-07-17,23
"13412",2012-07-18,0
"13413",2012-07-18,1
"13414",2012-07-18,2
"13415",2012-07-18,3
"13416",2012-07-18,4
"13417",2012-07-18,5
"13418",2012-07-18,6
"13419",2012-07-18,7
"13420",2012-07-18,8
"13421",2012-07-18,9
"13422",2012-07-18,10
"13423",2012-07-18,11
"13424",2012-07-18,12
"13425",2012-07-18,13
"13426",2012-07-18,14
"13427",2012-07-18,15
"13428",2012-07-18,16
"13429",2012-07-18,17
"13430",2012-07-18,18
"13431",2012-07-18,19
"13432",2012-07-18,20
"13433",2012-07-18,21
"13434",2012-07-18,22
"13435",2012-07-18,23
"13436",2012-07-19,0
"13437",2012-07-19,1
"13438",2012-07-19,2
"13439",2012-07-19,3
"13440",2012-07-19,4
"13441",2012-07-19,5
"13442",2012-07-19,6
"13443",2012-07-19,7
"13444",2012-07-19,8
"13445",2012-07-19,9
"13446",2012-07-19,10
"13447",2012-07-19,11
"13448",2012-07-19,12
"13449",2012-07-19,13
"13450",2012-07-19,14
"13451",2012-07-19,15
"13452",2012-07-19,16
"13453",2012-07-19,17
"13454",2012-07-19,18
"13455",2012-07-19,19
"13456",2012-07-19,20
"13457",2012-07-19,21
"13458",2012-07-19,22
"13459",2012-07-19,23
"13460",2012-07-20,0
"13461",2012-07-20,1
"13462",2012-07-20,2
"13463",2012-07-20,3
"13464",2012-07-20,4
"13465",2012-07-20,5
"13466",2012-07-20,6
"13467",2012-07-20,7
"13468",2012-07-20,8
"13469",2012-07-20,9
"13470",2012-07-20,10
"13471",2012-07-20,11
"13472",2012-07-20,12
"13473",2012-07-20,13
"13474",2012-07-20,14
"13475",2012-07-20,15
"13476",2012-07-20,16
"13477",2012-07-20,17
"13478",2012-07-20,18
"13479",2012-07-20,19
"13480",2012-07-20,20
"13481",2012-07-20,21
"13482",2012-07-20,22
"13483",2012-07-20,23
"13484",2012-07-21,0
"13485",2012-07-21,1
"13486",2012-07-21,2
"13487",2012-07-21,3
"13488",2012-07-21,4
"13489",2012-07-21,5
"13490",2012-07-21,6
"13491",2012-07-21,7
"13492",2012-07-21,8
"13493",2012-07-21,9
"13494",2012-07-21,10
"13495",2012-07-21,11
"13496",2012-07-21,12
"13497",2012-07-21,13
"13498",2012-07-21,14
"13499",2012-07-21,15
"13500",2012-07-21,16
"13501",2012-07-21,17
"13502",2012-07-21,18
"13503",2012-07-21,19
"13504",2012-07-21,20
"13505",2012-07-21,21
"13506",2012-07-21,22
"13507",2012-07-21,23
"13508",2012-07-22,0
"13509",2012-07-22,1
"13510",2012-07-22,2
"13511",2012-07-22,3
"13512",2012-07-22,4
"13513",2012-07-22,5
"13514",2012-07-22,6
"13515",2012-07-22,7
"13516",2012-07-22,8
"13517",2012-07-22,9
"13518",2012-07-22,10
"13519",2012-07-22,11
"13520",2012-07-22,12
"13521",2012-07-22,13
"13522",2012-07-22,14
"13523",2012-07-22,15
"13524",2012-07-22,16
"13525",2012-07-22,17
"13526",2012-07-22,18
"13527",2012-07-22,19
"13528",2012-07-22,20
"13529",2012-07-22,21
"13530",2012-07-22,22
"13531",2012-07-22,23
"13532",2012-07-23,0
"13533",2012-07-23,1
"13534",2012-07-23,2
"13535",2012-07-23,3
"13536",2012-07-23,4
"13537",2012-07-23,5
"13538",2012-07-23,6
"13539",2012-07-23,7
"13540",2012-07-23,8
"13541",2012-07-23,9
"13542",2012-07-23,10
"13543",2012-07-23,11
"13544",2012-07-23,12
"13545",2012-07-23,13
"13546",2012-07-23,14
"13547",2012-07-23,15
"13548",2012-07-23,16
"13549",2012-07-23,17
"13550",2012-07-23,18
"13551",2012-07-23,19
"13552",2012-07-23,20
"13553",2012-07-23,21
"13554",2012-07-23,22
"13555",2012-07-23,23
"13556",2012-07-24,0
"13557",2012-07-24,1
"13558",2012-07-24,2
"13559",2012-07-24,3
"13560",2012-07-24,4
"13561",2012-07-24,5
"13562",2012-07-24,6
"13563",2012-07-24,7
"13564",2012-07-24,8
"13565",2012-07-24,9
"13566",2012-07-24,10
"13567",2012-07-24,11
"13568",2012-07-24,12
"13569",2012-07-24,13
"13570",2012-07-24,14
"13571",2012-07-24,15
"13572",2012-07-24,16
"13573",2012-07-24,17
"13574",2012-07-24,18
"13575",2012-07-24,19
"13576",2012-07-24,20
"13577",2012-07-24,21
"13578",2012-07-24,22
"13579",2012-07-24,23
"13580",2012-07-25,0
"13581",2012-07-25,1
"13582",2012-07-25,2
"13583",2012-07-25,3
"13584",2012-07-25,4
"13585",2012-07-25,5
"13586",2012-07-25,6
"13587",2012-07-25,7
"13588",2012-07-25,8
"13589",2012-07-25,9
"13590",2012-07-25,10
"13591",2012-07-25,11
"13592",2012-07-25,12
"13593",2012-07-25,13
"13594",2012-07-25,14
"13595",2012-07-25,15
"13596",2012-07-25,16
"13597",2012-07-25,17
"13598",2012-07-25,18
"13599",2012-07-25,19
"13600",2012-07-25,20
"13601",2012-07-25,21
"13602",2012-07-25,22
"13603",2012-07-25,23
"13604",2012-07-26,0
"13605",2012-07-26,1
"13606",2012-07-26,2
"13607",2012-07-26,3
"13608",2012-07-26,4
"13609",2012-07-26,5
"13610",2012-07-26,6
"13611",2012-07-26,7
"13612",2012-07-26,8
"13613",2012-07-26,9
"13614",2012-07-26,10
"13615",2012-07-26,11
"13616",2012-07-26,12
"13617",2012-07-26,13
"13618",2012-07-26,14
"13619",2012-07-26,15
"13620",2012-07-26,16
"13621",2012-07-26,17
